instance,param,value,cost_mean,cost_std,cost_min,gap_mean_pct,gap_best_pct,time_mean_s,wall_mean_s,routes_mean,runs
C101 (TW),nnk,18,829.0,0.0,829.0,0.2,0.2,38.604,38.60851629999233,10.0,10
C101 (TW),nnk,22,829.0,0.0,829.0,0.2,0.2,38.446000000000005,38.45079989999067,10.0,10
C101 (TW),nnk,28,848.0,10.219806477837261,829.0,2.534,0.2,39.588,39.592891479982065,10.2,10
C101 (TW),nnk,32,849.0,10.540925533894598,829.0,2.6559999999999997,0.2,39.385000000000005,39.38841428000014,10.0,10
