instance,param,value,cost_mean,cost_std,cost_min,gap_mean_pct,gap_best_pct,time_mean_s,wall_mean_s,routes_mean,runs
C101 (TW),S,1,829.0,0.0,829.0,0.2,0.2,38.690000000000005,38.693620470003225,10.0,10
C101 (TW),S,123,829.0,0.0,829.0,0.2,0.2,38.73100000000001,38.73497997999657,10.0,10
C101 (TW),S,999,829.0,0.0,829.0,0.2,0.2,38.791,38.79602314999793,10.0,10
