instance,param,value,cost_mean,cost_std,cost_min,gap_mean_pct,gap_best_pct,time_mean_s,wall_mean_s,routes_mean,runs
C101 (TW),P,32,829.0,0.0,829.0,0.2,0.2,38.489999999999995,38.49521579000866,10.0,10
C101 (TW),P,48,829.0,0.0,829.0,0.2,0.2,38.543,38.54865385000594,10.0,10
C101 (TW),P,64,829.0,0.0,829.0,0.2,0.2,39.118,39.12112920996733,10.0,10
