instance,param,value,cost_mean,cost_std,cost_min,gap_mean_pct,gap_best_pct,time_mean_s,wall_mean_s,routes_mean,runs
A-n32-k5 (CVRP),fast,False,784.0,0.0,784.0,0.0,0.0,39.047000000000004,39.04928314998979,5.0,10
A-n32-k5 (CVRP),fast,True,784.0,0.0,784.0,0.0,0.0,32.846999999999994,32.85063247998478,5.0,10
