instance,param,value,cost_mean,cost_std,cost_min,gap_mean_pct,gap_best_pct,time_mean_s,wall_mean_s,routes_mean,runs
A-n32-k5 (CVRP),nnk,18,784.0,0.0,784.0,0.0,0.0,28.663999999999998,28.666551969968715,5.0,10
A-n32-k5 (CVRP),nnk,22,784.0,0.0,784.0,0.0,0.0,32.742000000000004,32.7451086300076,5.0,10
A-n32-k5 (CVRP),nnk,28,784.0,0.0,784.0,0.0,0.0,38.83,38.83289898999501,5.0,10
A-n32-k5 (CVRP),nnk,32,784.0,0.0,784.0,0.0,0.0,38.925,38.928540770011026,5.0,10
