instance,param,value,cost_mean,cost_std,cost_min,gap_mean_pct,gap_best_pct,time_mean_s,wall_mean_s,routes_mean,runs
A-n32-k5 (CVRP),I,200,784.0,0.0,784.0,0.0,0.0,41.348000000000006,41.35448585000122,5.0,10
A-n32-k5 (CVRP),I,400,784.0,0.0,784.0,0.0,0.0,32.988,32.99221148999641,5.0,10
A-n32-k5 (CVRP),I,800,784.0,0.0,784.0,0.0,0.0,47.079,47.08280845999252,5.0,10
